name,mfr,type,calories,protein,fat,sodium,fiber,carbo,sugars,potass,vitamins,shelf,weight,cups,rating
100% Bran,3,0,-1.905396691042069,1.337319391055336,-0.01298810833665317,-0.3563056333811161,3.314439277101669,-2.257638645123024,-0.20880727342290917,2.5969478889702398,-0.14627012952620638,3,-0.19806746443455245,-2.123870421931541,1.8442020566751534
100% Natural Bran,5,0,0.6776234711100315,0.41791230970479254,3.9873492593525564,-1.7370874205101239,-0.06417166894272619,-1.5519356315595347,0.24409864357889371,0.5495729998053812,-1.2725501268779953,3,-0.19806746443455245,0.7740527483262799,-0.6221099369706654
All-Bran,2,0,-1.905396691042069,1.337319391055336,-0.01298810833665317,1.2045781259821102,2.8921129088461193,-1.7871699694140313,-0.4352602319238106,3.161740961843304,-0.14627012952620638,3,-0.19806746443455245,-2.123870421931541,1.2009222438767984
All-Bran with Extra Fiber,2,0,-2.9386047559029094,1.337319391055336,-1.0130724502589556,-0.23623765189163715,5.003744750123866,-1.5519356315595347,-1.5675250244283179,3.3029392300615705,-0.14627012952620638,3,-0.19806746443455245,-1.3885764832094074,3.657210644770972
Almond Delight,6,0,0.1610194386796114,-0.501494771645751,0.9870962335856492,0.48417023704523654,-0.4864980371982756,-0.1405296044325563,0.24409864357889371,-1.3707234479630381,-0.14627012952620638,3,-0.19806746443455245,-0.30726186744156375,-0.5933645598975936
Apple Cinnamon Cheerios,1,0,0.1610194386796114,-0.501494771645751,0.9870962335856492,0.24403427406627864,-0.2753348530705009,-0.9638497869232937,0.6970045605806966,-0.3682157436133486,-0.14627012952620638,1,-0.19806746443455245,-0.30726186744156375,-0.9427039680576053
Apple Jacks,2,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,-0.41633962412585557,-0.4864980371982756,-0.8462326179960455,1.6028163945843024,-0.9330088164864131,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-0.6801206909209284
Basic 4,1,0,1.1942275035404517,0.41791230970479254,0.9870962335856492,0.6042382185347155,-0.06417166894272619,0.8004077469854294,0.24409864357889371,0.05537906104144977,-0.14627012952620638,3,2.009342303671576,-0.30726186744156375,-0.40321251908392103
Bran Chex,6,0,-0.8721886261812288,-0.501494771645751,-0.01298810833665317,0.48417023704523654,0.7804810675683727,0.09470473342194012,-0.20880727342290917,0.40837473158711507,-0.14627012952620638,1,-0.19806746443455245,-0.6532825444872736,0.4625001656917383
Bran Flakes,4,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,0.6042382185347155,1.202807435823922,-0.37576394228705273,-0.4352602319238106,1.3261634750058449,-0.14627012952620638,3,-0.19806746443455245,-0.6532825444872736,0.7629894007142048
Cap'n'Crunch,5,0,0.6776234711100315,-1.4209018529962945,0.9870962335856492,0.7243062000241944,-0.908824405453825,-0.6109982801415491,1.1499104775824995,-0.86240968237728,-0.14627012952620638,2,-0.19806746443455245,-0.30726186744156375,-1.7643488011683186
Cheerios,1,0,0.1610194386796114,3.176133553756423,0.9870962335856492,1.564782070450547,-0.06417166894272619,0.565173409130933,-1.3410720659274165,0.12597819515058284,-0.14627012952620638,1,-0.19806746443455245,1.8553673640941235,0.5803543200012659
Cinnamon Toast Crunch,1,0,0.6776234711100315,-1.4209018529962945,1.9871805755079517,0.6042382185347155,-0.908824405453825,-0.37576394228705273,0.4705516020797952,-0.7212114141590139,-0.14627012952620638,2,-0.19806746443455245,-0.30726186744156375,-1.6367512965260393
Clusters,1,0,0.1610194386796114,0.41791230970479254,0.9870962335856492,-0.23623765189163715,-0.06417166894272619,-0.37576394228705273,0.017645685077992277,0.12597819515058284,-0.14627012952620638,3,-0.19806746443455245,-1.3885764832094074,-0.162334020873252
Cocoa Puffs,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,0.24403427406627864,-0.908824405453825,-0.6109982801415491,1.376363436083401,-0.5800131459407478,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-1.4280295948006327
Corn Chex,6,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,1.4447140889610681,-0.908824405453825,1.7413450984034151,-0.8881661489256135,-1.0036079505955462,-0.14627012952620638,1,-0.19806746443455245,0.7740527483262799,-0.0874681651008155
Corn Flakes,2,0,-0.3555845937508087,-0.501494771645751,-1.0130724502589556,1.564782070450547,-0.4864980371982756,1.5061107605489186,-1.1146191074265148,-0.86240968237728,-0.14627012952620638,1,-0.19806746443455245,0.7740527483262799,0.22912515645555578
Corn Pops,2,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,-0.8365775593390319,-0.4864980371982756,-0.37576394228705273,1.1499104775824995,-1.0742070847046792,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-0.4931946982236963
Count Chocula,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,0.24403427406627864,-0.908824405453825,-0.6109982801415491,1.376363436083401,-0.4388148777224817,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-1.4523874690480245
Cracklin' Oat Bran,2,0,0.1610194386796114,0.41791230970479254,1.9871805755079517,-0.23623765189163715,0.7804810675683727,-1.0814669558505419,0.017645685077992277,0.9025686703510465,-0.14627012952620638,3,-0.19806746443455245,-1.3885764832094074,-0.15885417100592428
Cream of Wheat (Quick),3,1,-0.3555845937508087,0.41791230970479254,-1.0130724502589556,-0.9566455408285108,-0.4864980371982756,1.5061107605489186,-1.5675250244283179,-1.3707234479630381,-1.2725501268779953,2,-0.19806746443455245,0.7740527483262799,1.5669578948861673
Crispix,2,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,0.7243062000241944,-0.4864980371982756,1.5061107605489186,-0.8881661489256135,-0.9330088164864131,-0.14627012952620638,3,-0.19806746443455245,0.7740527483262799,0.30309597053676407
Crispy Wheat & Raisins,1,0,-0.3555845937508087,-0.501494771645751,-0.01298810833665317,-0.23623765189163715,-0.06417166894272619,-0.8462326179960455,0.6970045605806966,0.337775597477982,-0.14627012952620638,3,-0.19806746443455245,-0.30726186744156375,-0.46500529172801924
Double Chex,6,0,-0.3555845937508087,-0.501494771645751,-1.0130724502589556,0.3641022555557576,-0.4864980371982756,0.8004077469854294,-0.4352602319238106,-0.22701747539508246,-0.14627012952620638,3,-0.19806746443455245,-0.30726186744156375,0.11931627402239418
Froot Loops,2,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,-0.41633962412585557,-0.4864980371982756,-0.8462326179960455,1.376363436083401,-0.9330088164864131,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-0.7493760375762838
Frosted Flakes,2,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,0.48417023704523654,-0.4864980371982756,-0.1405296044325563,0.923457519081598,-1.0036079505955462,-0.14627012952620638,1,-0.19806746443455245,-0.30726186744156375,-0.8046656240246595
Frosted Mini-Wheats,2,0,-0.3555845937508087,0.41791230970479254,-1.0130724502589556,-1.9171893927443424,0.35815469931282323,-0.1405296044325563,0.017645685077992277,0.05537906104144977,-0.14627012952620638,2,-0.19806746443455245,-0.09099894428799485,1.1235088404902216
Fruit & Fibre Dates; Walnuts; and Oats,4,0,0.6776234711100315,0.41791230970479254,0.9870962335856492,0.0038983110873207585,1.202807435823922,-0.6109982801415491,0.6970045605806966,1.467361743224111,-0.14627012952620638,3,1.474212662918575,-0.6532825444872736,-0.12529996013731984
Fruitful Bran,2,0,0.6776234711100315,0.41791230970479254,-1.0130724502589556,0.9644421630031523,1.202807435823922,-0.1405296044325563,1.1499104775824995,1.3261634750058449,-0.14627012952620638,3,2.009342303671576,-0.6532825444872736,-0.11824589086400832
Fruity Pebbles,4,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,-0.2962716426363766,-0.908824405453825,-0.37576394228705273,1.1499104775824995,-1.0036079505955462,-0.14627012952620638,2,-0.19806746443455245,-0.30726186744156375,-1.0490238287928026
Golden Crisp,4,0,-0.3555845937508087,-0.501494771645751,-1.0130724502589556,-1.376883476041687,-0.908824405453825,-0.8462326179960455,1.829269353085204,-0.791810548268147,-0.14627012952620638,1,-0.19806746443455245,0.25502173275771495,-0.531196673711459
Golden Grahams,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,1.4447140889610681,-0.908824405453825,0.09470473342194012,0.4705516020797952,-0.7212114141590139,-0.14627012952620638,2,-0.19806746443455245,-0.30726186744156375,-1.3515310098650934
Grape Nuts Flakes,4,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,-0.23623765189163715,0.35815469931282323,0.09470473342194012,-0.4352602319238106,-0.15641834128594942,-0.14627012952620638,3,-0.19806746443455245,0.25502173275771495,0.6743582752201022
Grape-Nuts,4,0,0.1610194386796114,0.41791230970479254,-1.0130724502589556,0.12396629257679971,0.35815469931282323,0.565173409130933,-0.8881661489256135,-0.08581920717681635,-0.14627012952620638,3,-0.19806746443455245,-2.469891098977251,0.7670876326002094
Great Grains Pecan,4,0,0.6776234711100315,0.41791230970479254,1.9871805755079517,-1.0166795315732502,0.35815469931282323,-0.37576394228705273,-0.661713190424712,0.05537906104144977,-0.14627012952620638,3,-0.19806746443455245,-2.123870421931541,0.22542718899091
Honey Graham Ohs,5,0,0.6776234711100315,-1.4209018529962945,0.9870962335856492,0.7243062000241944,-0.4864980371982756,-0.6109982801415491,0.923457519081598,-0.7212114141590139,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-1.4900221413807762
Honey Nut Cheerios,1,0,0.1610194386796114,0.41791230970479254,-0.01298810833665317,1.0845101444926313,-0.2753348530705009,-0.7286154490687974,0.6970045605806966,-0.08581920717681635,-0.14627012952620638,1,-0.19806746443455245,-0.30726186744156375,-0.8307305335942932
Honey-comb,4,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,0.24403427406627864,-0.908824405453825,-0.1405296044325563,0.923457519081598,-0.86240968237728,-0.14627012952620638,1,-0.19806746443455245,2.201388041139834,-0.997672397123859
Just Right Crunchy  Nuggets,2,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.12396629257679971,-0.4864980371982756,0.565173409130933,-0.20880727342290917,-0.5094140118316147,3.232569862529161,3,-0.19806746443455245,0.7740527483262799,-0.44010613616323613
Just Right Fruit & Nut,2,0,1.7108315359708717,0.41791230970479254,-0.01298810833665317,0.12396629257679971,-0.06417166894272619,1.2708764226944222,0.4705516020797952,-0.015220073067683292,3.232569862529161,3,1.8086686883892007,-0.30726186744156375,-0.4438444453516959
Kix,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,1.2045781259821102,-0.908824405453825,1.5061107605489186,-0.8881661489256135,-0.791810548268147,-0.14627012952620638,2,-0.19806746443455245,2.936681979861967,-0.2453888166503791
Life,5,0,-0.3555845937508087,1.337319391055336,0.9870962335856492,-0.11616967040215818,-0.06417166894272619,-0.6109982801415491,-0.20880727342290917,-0.015220073067683292,-0.14627012952620638,2,-0.19806746443455245,-0.6532825444872736,0.19077185686147
Lucky Charms,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.24403427406627864,-0.908824405453825,-0.6109982801415491,1.1499104775824995,-0.5800131459407478,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-1.141548253082132
Maypo,0,1,-0.3555845937508087,1.337319391055336,-0.01298810833665317,-1.9171893927443424,-0.908824405453825,0.3299390712764365,-0.8881661489256135,-0.015220073067683292,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,0.8731304753882223
Muesli Raisins; Dates; & Almonds,6,0,2.2274355684012916,1.337319391055336,1.9871805755079517,-0.7765435685942924,0.35815469931282323,0.3299390712764365,0.923457519081598,1.0437669385693127,-0.14627012952620638,3,-0.19806746443455245,0.7740527483262799,-0.39616876812007573
Muesli Raisins; Peaches; & Pecans,6,0,2.2274355684012916,1.337319391055336,1.9871805755079517,-0.11616967040215818,0.35815469931282323,0.3299390712764365,0.923457519081598,1.0437669385693127,-0.14627012952620638,3,-0.19806746443455245,0.7740527483262799,-0.6109256060590497
Mueslix Crispy Blend,2,0,2.744039600831712,0.41791230970479254,0.9870962335856492,-0.11616967040215818,0.35815469931282323,0.565173409130933,1.376363436083401,0.9025686703510465,-0.14627012952620638,3,3.146492790271702,-0.6532825444872736,-0.8851070213098756
Multi-Grain Cheerios,1,0,-0.3555845937508087,-0.501494771645751,-0.01298810833665317,0.7243062000241944,-0.06417166894272619,0.09470473342194012,-0.20880727342290917,-0.08581920717681635,-0.14627012952620638,1,-0.19806746443455245,0.7740527483262799,-0.18341798151307018
Nut&Honey Crunch,2,0,0.6776234711100315,-0.501494771645751,-0.01298810833665317,0.3641022555557576,-0.908824405453825,0.09470473342194012,0.4705516020797952,-0.791810548268147,-0.14627012952620638,2,-0.19806746443455245,-0.6532825444872736,-0.9129855170779703
Nutri-Grain Almond-Raisin,2,0,1.7108315359708717,0.41791230970479254,0.9870962335856492,0.7243062000241944,0.35815469931282323,1.5061107605489186,0.017645685077992277,0.4789738656962481,-0.14627012952620638,3,2.009342303671576,-0.6532825444872736,-0.14140275688254156
Nutri-grain Wheat,2,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,0.12396629257679971,0.35815469931282323,0.8004077469854294,-1.1146191074265148,-0.08581920717681635,-0.14627012952620638,3,-0.19806746443455245,0.7740527483262799,1.2164951524379974
Oatmeal Raisin Crisp,1,0,1.1942275035404517,0.41791230970479254,0.9870962335856492,0.12396629257679971,-0.2753348530705009,-0.2581467733598045,0.6970045605806966,0.337775597477982,-0.14627012952620638,3,1.474212662918575,-1.3885764832094074,-0.8752550421080261
Post Nat. Raisin Bran,4,0,0.6776234711100315,0.41791230970479254,-0.01298810833665317,0.48417023704523654,1.6251338040794714,-0.8462326179960455,1.6028163945843024,2.3145513525337074,-0.14627012952620638,3,2.009342303671576,-0.6532825444872736,-0.34574297479612265
Product 19,2,0,-0.3555845937508087,0.41791230970479254,-1.0130724502589556,1.924986014918984,-0.4864980371982756,1.2708764226944222,-0.8881661489256135,-0.7212114141590139,3.232569862529161,3,-0.19806746443455245,0.7740527483262799,-0.08327484712688656
Puffed Rice,5,0,-2.9386047559029094,-1.4209018529962945,-1.0130724502589556,-1.9171893927443424,-0.908824405453825,-0.37576394228705273,-1.5675250244283179,-1.1448062188138122,-1.2725501268779953,3,-3.5426277191408073,0.7740527483262799,1.2962667911219883
Puffed Wheat,5,0,-2.9386047559029094,-0.501494771645751,-1.0130724502589556,-1.9171893927443424,-0.4864980371982756,-1.0814669558505419,-1.5675250244283179,-0.6506122800498808,-1.2725501268779953,3,-3.5426277191408073,0.7740527483262799,1.4574569136736613
Quaker Oat Squares,5,0,-0.3555845937508087,1.337319391055336,-0.01298810833665317,-0.2962716426363766,-0.06417166894272619,-0.1405296044325563,-0.20880727342290917,0.19657732925971588,-0.14627012952620638,3,-0.19806746443455245,-1.3885764832094074,0.49056173979792334
Quaker Oatmeal,5,1,-0.3555845937508087,2.2567264724058793,0.9870962335856492,-1.9171893927443424,0.23145678883615847,-3.6690446722500027,-1.7939779829292193,0.19657732925971588,-1.2725501268779953,1,-0.19806746443455245,-0.6532825444872736,0.5848967407787863
Raisin Bran,2,0,0.6776234711100315,0.41791230970479254,-0.01298810833665317,0.6042382185347155,1.202807435823922,-0.1405296044325563,1.1499104775824995,2.0321548160971754,-0.14627012952620638,2,2.009342303671576,-0.30726186744156375,-0.24409308060823104
Raisin Nut Bran,1,0,-0.3555845937508087,0.41791230970479254,0.9870962335856492,-0.23623765189163715,0.1469915151850485,-0.9638497869232937,0.24409864357889371,0.6201721339145142,-0.14627012952620638,3,-0.19806746443455245,-1.3885764832094074,-0.21226374713865268
Raisin Squares,2,0,-0.8721886261812288,-0.501494771645751,-1.0130724502589556,-1.9171893927443424,-0.06417166894272619,0.09470473342194012,-0.20880727342290917,0.19657732925971588,-0.14627012952620638,3,-0.19806746443455245,-1.3885764832094074,0.9076842724863223
Rice Chex,6,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,0.9644421630031523,-0.908824405453825,1.9765794362579114,-1.1146191074265148,-0.9330088164864131,-0.14627012952620638,1,-0.19806746443455245,1.3363363485255582,-0.04777749795208411
Rice Krispies,2,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,1.564782070450547,-0.908824405453825,1.7413450984034151,-0.8881661489256135,-0.86240968237728,-0.14627012952620638,1,-0.19806746443455245,0.7740527483262799,-0.15087274366937786
Shredded Wheat,3,0,-1.3887926586116488,-0.501494771645751,-1.0130724502589556,-1.9171893927443424,0.35815469931282323,0.3299390712764365,-1.5675250244283179,-0.015220073067683292,-1.2725501268779953,1,-1.3352179510346793,0.7740527483262799,1.832229378258382
Shredded Wheat 'n'Bran,3,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,-1.9171893927443424,0.7804810675683727,1.0356420848399257,-1.5675250244283179,0.6201721339145142,-1.2725501268779953,1,-0.19806746443455245,-0.6532825444872736,2.2791457429094573
Shredded Wheat spoon size,3,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,-1.9171893927443424,0.35815469931282323,1.2708764226944222,-1.5675250244283179,0.337775597477982,-1.2725501268779953,1,-0.19806746443455245,-0.6532825444872736,2.159398752052378
Smacks,2,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,-1.0767135223179898,-0.4864980371982756,-1.3167012937050384,1.829269353085204,-0.791810548268147,-0.14627012952620638,2,-0.19806746443455245,-0.30726186744156375,-0.8194207349057705
Special K,2,0,0.1610194386796114,3.176133553756423,-1.0130724502589556,0.8443741815136734,-0.4864980371982756,0.3299390712764365,-0.8881661489256135,-0.5800131459407478,-0.14627012952620638,1,-0.19806746443455245,0.7740527483262799,0.7499131647690852
Strawberry Fruit Wheats,3,0,-0.8721886261812288,-0.501494771645751,-1.0130724502589556,-1.7370874205101239,0.35815469931282323,0.09470473342194012,-0.4352602319238106,-0.08581920717681635,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,1.1965146060166743
Total Corn Flakes,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.48417023704523654,-0.908824405453825,1.5061107605489186,-0.8881661489256135,-0.86240968237728,3.232569862529161,3,-0.19806746443455245,0.7740527483262799,-0.27414881132852814
Total Raisin Bran,1,0,1.7108315359708717,0.41791230970479254,-0.01298810833665317,0.3641022555557576,0.7804810675683727,0.09470473342194012,1.6028163945843024,1.8909565478789092,3.232569862529161,3,3.146492790271702,0.7740527483262799,-1.0083940521728334
Total Whole Grain,1,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,0.48417023704523654,0.35815469931282323,0.3299390712764365,-0.8881661489256135,0.19657732925971588,3.232569862529161,3,-0.19806746443455245,0.7740527483262799,0.2861280838597358
Triples,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,1.0845101444926313,-0.908824405453825,1.5061107605489186,-0.8881661489256135,-0.5094140118316147,-0.14627012952620638,3,-0.19806746443455245,-0.30726186744156375,-0.255057932478919
Trix,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,-0.23623765189163715,-0.908824405453825,-0.37576394228705273,1.1499104775824995,-1.0036079505955462,-0.14627012952620638,2,-0.19806746443455245,0.7740527483262799,-1.0685472167808512
Wheat Chex,6,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,0.8443741815136734,0.35815469931282323,0.565173409130933,-0.8881661489256135,0.2671764633688489,-0.14627012952620638,1,-0.19806746443455245,-0.6532825444872736,0.5103077596436811
Wheaties,1,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,0.48417023704523654,0.35815469931282323,0.565173409130933,-0.8881661489256135,0.19657732925971588,-0.14627012952620638,1,-0.19806746443455245,0.7740527483262799,0.6396268455583519
Wheaties Honey Gold,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.48417023704523654,-0.4864980371982756,0.3299390712764365,0.24409864357889371,-0.5094140118316147,-0.14627012952620638,1,-0.19806746443455245,-0.30726186744156375,-0.46419107679427296
